name,need
Tree Normal Approximation,Normal Conditionals
Tree Normal Approximation,Tree Density Approximation
Tree Normal Approximation,Tree Normals
Normal Conditionals,Conditional Densities
Normal Conditionals,Multivariate Normals
Tree Density Approximation,Differential Mutual Information Graph
Tree Density Approximation,Differential Relative Entropy
Tree Density Approximation,Optimization
Tree Density Approximation,Tree Densities
Tree Density Approximation,Tree Distribution Approximation
Tree Normals,Multivariate Normals
Tree Normals,Tree Densities
Conditional Densities,Marginal Densities
Multivariate Normals,Matrix Determinants
Multivariate Normals,Multivariate Real Densities
Multivariate Normals,Normal Densities
Multivariate Normals,Positive Definite Matrices
Multivariate Normals,Transpose
Differential Mutual Information Graph,Differential Mutual Information
Differential Mutual Information Graph,Weighted Graphs
Differential Relative Entropy,Differential Cross Entropy
Differential Relative Entropy,Relative Entropy
Optimization,Total Orders
Tree Densities,Rooted Tree Densities
Tree Distribution Approximation,Distribution Approximation
Tree Distribution Approximation,Relative Entropy
Tree Distribution Approximation,Tree Distributions
Marginal Densities,Multivariate Real Densities
Matrix Determinants,N-Dimensional Space
Matrix Determinants,Real Matrices
Multivariate Real Densities,N-Dimensional Space
Multivariate Real Densities,Probability Densities
Normal Densities,Probability Densities
Positive Definite Matrices,Quadratic Forms
Positive Definite Matrices,Real Matrices
Positive Definite Matrices,Symmetric Matrices
Transpose,Vectors
Differential Mutual Information,Differential Relative Entropy
Differential Mutual Information,Marginal Densities
Differential Mutual Information,Mutual Information
Weighted Graphs,Graphs
Weighted Graphs,Real Numbers
Differential Cross Entropy,Differential Entropy
Relative Entropy,Cross Entropy
Relative Entropy,Entropy
Total Orders,Partial Orders
Total Orders,Set Specification
Rooted Tree Densities,Conditional Densities
Rooted Tree Densities,Rooted Tree Distributions
Distribution Approximation,Approximation
Distribution Approximation,Probability Distributions
Tree Distributions,Rooted Tree Distributions
N-Dimensional Space,Real Numbers
N-Dimensional Space,Space
Real Matrices,Matrices
Real Matrices,Real Numbers
Probability Densities,Probability Distributions
Quadratic Forms,Identity Matrices
Quadratic Forms,Matrices
Quadratic Forms,Real Numbers
Symmetric Matrices,Real Matrices
Vectors,Fields
Mutual Information,Relative Entropy
Graphs,Relations
Real Numbers,Rational Numbers
Differential Entropy,Entropy
Differential Entropy,Multivariate Real Densities
Cross Entropy,Logarithm
Cross Entropy,Probability Distributions
Entropy,Logarithm
Entropy,Probability Distributions
Partial Orders,Relation Properties
Partial Orders,Set Specification
Set Specification,Sentences
Set Specification,Set Inclusion
Rooted Tree Distributions,Conditional Distributions
Rooted Tree Distributions,Rooted Trees
Approximation,Optimization
Approximation,Similarity Functions
Probability Distributions,Intervals
Probability Distributions,Probability Outcomes
Probability Distributions,Real Summation
Matrices,Vectors
Identity Matrices,Matrices
Fields,Groups
Relations,Ordered Pairs
Relations,Set Inclusion
Rational Numbers,Integer Numbers
Logarithm,Real Numbers
Relation Properties,Relations
Sentences,Sets
Set Inclusion,Set Equality
Conditional Distributions,Conditional Event Probability
Conditional Distributions,Marginal Distributions
Conditional Distributions,Probability Distributions
Rooted Trees,Trees
Similarity Functions,Metrics
Intervals,Real Numbers
Probability Outcomes,Cardinality
Probability Outcomes,Probability
Real Summation,Natural Summation
Real Summation,Real Numbers
Groups,Algebras
Groups,Integer Numbers
Ordered Pairs,Sets
Integer Numbers,Solving Equations
Sets,Objects
Set Equality,Identity
Set Equality,Sets
Conditional Event Probability,Event Probabilities
Marginal Distributions,Direct Products
Marginal Distributions,Probability Distributions
Trees,Graphs
Trees,Set Operations
Metrics,Distance
Metrics,Length Common Notions
Metrics,Real Numbers
Cardinality,Injective Functions
Cardinality,Natural Numbers
Probability,Common Sense
Natural Summation,Arithmetic
Natural Summation,Family Operations
Algebras,Operations
Solving Equations,Arithmetic
Solving Equations,Equations
Identity,Objects
Event Probabilities,Probability Distributions
Event Probabilities,Probability Events
Event Probabilities,Set Operations
Direct Products,Natural Families
Direct Products,Natural Order
Set Operations,Algebras
Distance,Length Common Notions
Injective Functions,Functions
Natural Numbers,Functions
Arithmetic,Natural Numbers
Arithmetic,Operations
Family Operations,Algebras
Family Operations,Families
Operations,Functions
Equations,Identity
Probability Events,Probability Outcomes
Probability Events,Set Inclusion
Natural Families,Families
Natural Families,Natural Numbers
Natural Order,Natural Numbers
Functions,Relations
Families,Functions
Families,Set Specification
